##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;§A = 0,64,0;;;;;;;;;;X
##;§B = 0,0,192;;;;;;;;;;X
##;§C = 128,0,0;;;;;;;;;;X
##;§D = 255,255,0;;;;;;;;;;X
##;§E = 255,0,255;;;;;;;;;;X
##;§F = 255,128,0;;;;;;;;;;X
##;§G = 0,100,0;;;;;;;;;;X
##;§H = 128,128, 128;;;;;;;;;;X
##;§I = 0,0,255;;;;;;;;;;X
##;§J = 0,192,0;;;;;;;;;;X
##;§M = 100,255,100;;;;;;;;;;X
##;§N = 255,100,100;;;;;;;;;;X
##;§R = 240,0,0;;;;;;;;;;X
##;§W = 255,255,255;white;;;;;;;;;X
##;§Y = 208,232,248;orange;;;;;;;;;X
##;§Z = 0,0,0;;;;;;;;;;X
##;§§ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
BRIG_MODEL_19_2;Advanced Fire Control;Systиme de visйe avancй;Centrale di Tiro avanzato;Control de tiro avanzado;Fort. Feuerleitsystem;Zaawans. kontrola ognia;;Усов. СУО малых кораблей;;;X
BRIG_MODEL_22_0;Early Capital AA;DCA de Navire Amiral;Anti-Aerea rudimentale per navi maggiori;AA de gran unidad;Frьhe GKS-Flak;Zaawansowane torpedy;Defesa AA (Navio de grande porte);Ранн. ПВО крупн. кораблей ;;;X
BRIG_MODEL_22_1;Basic  Capital AA;DCA de Navire Amiral;Anti-Aerea di base per navi maggiori;AA de gran unidad bбsico;Einfache GKS-Flak;Wczesna obr. p-lot. wlk. floty;;Баз. ПВО крупн. кораблей ;;;X
BRIG_MODEL_22_2;Impr. Capital AA;DCA de Navire Amiral;Anti-Aerea migliorata per navi maggiori;AA de gran unidad;Verbesserte GKS-Flak;Podst. obr. p-lot. wlk. floty;Defesa AA melhorada (gde. porte);Улуч. ПВО крупн. кораблей ;;;X
BRIG_MODEL_22_3;Adv. Capital AA;DCA de Navire Amiral;Anti-Aerea avanzata per navi maggiori;AA de gran unidad Adv;Fortschrittliche GKS-Flak;Ulepsz. obr. p-lot. wlk. floty;;Усов. ПВО крупн. кораблей ;;;X
BRIG_MODEL_22_4;S-M. Capital AA;DCA de Navire Amiral;Anti-Aerea semi-moderna per navi maggiori;AA de gran unidad SM;Halbmoderne GKS-Flak;Zaawans. obr. p-lot. wlk. floty;;Полусов. ПВО крупн. кораблей ;;;X
BRIG_MODEL_22_5;Mod. Capital AA;DCA de Navire Amiral;Anti-Aerea moderna per navi maggiori;AA de gran unidad Mod.;Moderne GKS-Flak;Powoj. obr. p-lot. wlk. floty;;Совр. ПВО крупн. кораблей ;;;X
BRIG_MODEL_24_0;Capital Fire Control;Systиme de visйe de Navire Amiral;Centrale di Tiro per navi maggiori;Control de tiro de gran unidad;GKS-Feuerleitsystem;Zaawans. radar wlk. floty;Controle de tiro (Navio de grande porte);СУО 20-го крупн. кораблей;;;X
BRIG_MODEL_24_1;Impr. Capital Fire Control;Systиme de visйe de Navire Amiral;Centrale di Tiro migliorata per navi maggiori;Control de tiro de gran unidad mejorado;Verb. GKS-Feuerleitsystem;Kontrola ognia wlk. floty;Controle de tiro melhorado (gde. porte);Улуч. СУО 20-го крупн. кораблей;;;X
BRIG_MODEL_24_2;Adv. Capital Fire Control;Systиme de visйe de Navire Amiral;Centrale di Tiro avanzata per navi maggiori;Control de tiro de gran unidad avanzado;Fort. GKS Feuerleitsystem;Ulepsz. kontrola ognia wlk. floty;;Усов. СУО 20-го крупн. кораблей;;;X
##;;;;;;;;;;;X
MODEL_2_5;Motorized Infantry '52;Infanterie motorisйe '52;Fanteria Motorizzata '52;Infanterнa motorizada del 52;Motorisierte Infanterie 1952;Zmotoryzowana piechota '52;;Моторизованная пехота 1952-го;;;X
MODEL_4_3;Advanced Light Tank;Char lйger II;Carro leggero potenziato;Tanque ligero mejorado;Verbesserter leichter Panzer;Ulepszony lekki czoіg;;Улуч. легкий танк;;;X
MODEL_11_3;Militia '54;Milice ‘54;Milizia '54;Milicia del 54;Miliz 1954;Milicja '54;;Ополчение 1954-го;;;X
MODEL_22_7;Nuclear Light Cruiser;Croiseur lйger nuclйaire;Incrociatore leggero nucleare;Crucero ligero nuclear;Leichter Nuklearkreuzer;Lekki kr№їownik nuklearny;;Легкий атомный крейсер;;;X
MODEL_26_0;Converted Carrier;Porte-avions Grande Guerre;Portaerei della Grande Guerra;Portaaviones de la Gran Guerra;Vorkriegs-Flugzeugtrдger;Lotniskowiec z I w. њw.;;Переоборудованный авианосец;;;X
MODEL_26_1;Early Carrier;Premier porte-avions;Portaerei rudimentale;Portaaviones temprano;Frьher Flugzeugtrдger;Wczesny lotniskowiec;;Ранний авианосец;;;X
MODEL_26_2;Fleet Carrier;Porte-avion I;Portaerei di base;Portaaviones;Flottentrдger;Lotniskowiec floty;;Ударный авианосец;;;X
MODEL_26_3;Improved Carrier;Porte-avion II;Portaerei migliorata;Portaaviones mejorado;Verbesserter Flugzeugtrдger;Ulepszony lotniskowiec;;Улучшенный авианосец;;;X
MODEL_26_4;Semi-Modern Carrier;Porte-avions semi-moderne;Portaerei semi-moderna;Portaaviones semimoderno;Halbmoderner Flugzeugtrдger;Powoj. lotniskowiec;;Полусовременный авианосец;;;X
MODEL_26_5;Modern Carrier;Porte-avions moderne;Portaerei Moderna;Portaaviones moderno;Moderner Flugzeugtrдger;Nowoczesny lotniskowiec;;Современный авианосец;;;X
MODEL_26_6;Advanced Carrier;Porte-avion III;Portaerei avanzata;Portaaviones avanzado;Fortschrittlicher Flugzeugtrдger;Zaaw. lotniskowiec;;Элитный авианосец;;;X
MODEL_26_7;Supercarrier;Porte-avion super-lourd III;Portaerei avanzata ultra-pesante;Portaaviones superpesado avanzado;Fortschrittlicher superschwerer Flugzeugtrдger;Zaaw. bardzo ciкїki lotniskowiec;;Тяжелый авианосец;;;X
MODEL_26_8;Nuclear Carrier;Porte-avions nuclйaire;Portaerei nucleare;Portaaviones nuclear;Atomarer Flugzeugtrдger;Lotniskowiec z nap. nukl.;;Атомный авианосец;;;X
MODEL_30_0;Troopship;Cargo;Nave da trasporto truppe;Transporte;Transporter;Transportowiec;;Ранний транспорт;;;X
MODEL_30_1;Troopship '25;Cargo '25;Nave da trasporto truppe '25;Transporte '25;Transporter '25;Transportowiec '25;;Базовый транспорт;;;X
MODEL_30_2;Troopship '36;Cargo '36;Nave da trasporto truppe '36;Transporte '36;Transporter '36;Transportowiec '36;;Улучш. транспорт;;;X
MODEL_30_3;Troopship '41;Cargo '41;Nave da trasporto truppe '41;Transporte '41;Transporter '41;Transportowiec '41;;Усов. транспорт;;;X
MODEL_30_4;Troopship '49;Cargo '49;Nave da trasporto truppe '49;Transporte '49;Transporter '49;Transportowiec '49;;Полусов. транспорт;;;X
MODEL_30_5;Troopship '55;Cargo '55;Nave da trasporto truppe '55;Transporte '55;Transporter '55;Transportowiec '55;;Современный транспорт;;;X
##;;;;;;;;;;;X
BRIG_MODEL_14_0;CAG 1922;EAN Grande Guerre;CAG della Grande Guerra;GAE de la Gran Guerra;Vorkriegs-Trдgerstaffel;CAG z I w. њw.;;ПАГ Первой Мировой;;;X
BRIG_MODEL_14_1;CAG 1930;Premiиre EAN;CAG rudimentale;GAE temprano;Frьhe Trдgerstaffel;Wczesna CAG;;Ранняя ПАГ;;;X
BRIG_MODEL_14_2;CAG 1934;EAN I;CAG di base;GAE bбsico;Einfache Trдgerstaffel;Podst. CAG;;Станд. ПАГ;;;X
BRIG_MODEL_14_3;CAG 1937;EAN II;CAG potenziato;GAE mejorado;Verbesserte Trдgerstaffel;Ulepszona CAG;;Улуч. ПАГ;;;X
BRIG_MODEL_14_4;CAG 1940;EAN III;CAG avanzato;GAE avanzado;Fortschrittliche Trдgerstaffel;Zaaw. CAG;;Усов. ПАГ;;;X
BRIG_MODEL_14_5;CAG 1943;EAN lourde III;CAG pesante avanzato;GAE pesado avanzado;Fortschr. schwere Trдgerstaffel;Ciкїka Zaaw. CAG;;Усов. тяж. ПАГ;;;X
BRIG_MODEL_14_6;CAG 1947;EAN semi-moderne;CAG semi-moderno;GAE semimoderno;Halbmoderne Trдgerstaffel;Powojenna CAG;;Полусовр. ПАГ;;;X
BRIG_MODEL_14_7;Turbojet CAG;EAN а turborйacteur;CAG a turbogetto;GAE a turborreacciуn;Turbojet-Trдgerstaffel;Turboodrz. CAG;;Турбореакт. ПАГ;;;X
BRIG_MODEL_14_8;Imp. Turbojet CAG;EAN а turborйacteur II;CAG a turbogetto migl.;GAE a turborreacciуn mej.;Verb. Turbojet-Trдgerstaffel;Ulep. Turboodrz. CAG;;Совр. турбореакт. ПАГ;;;X
##;;;;;;;;;;;X
MODEL_U00_4_1;Marcus Antonius;Marc Antoine;Marco Antonio;Marco Antonio;Marcus Antonius;Marek Antoniusz;;Marcus Antonius;;;X
MODEL_U00_4_2;Flavius Aetius;Aetius;Aecio;Flavio Ezio;Flavius Aлtius;Aecjusz Flawiusz;;Flavius Aetius;;;X
MODEL_U00_5_0;Cyrus;Cyrus;Ciro;Ciro;Kyros;Cyrus;;Cyrus;;;X
MODEL_U00_5_1;Pompey;Pompйe;Pompeyo;Pompeo;Pompeius;Pompejusz;;Pompey;;;X
MODEL_U00_5_2;Caesar;Cйsar;Cйsar;Cesare;Caesar;Cezar;;Caesar;;;X
MODEL_U00_5_3;Constantine;Constantin;Constantino;Costantino;Konstantin;Cezar;;Constantine;;;X
MODEL_U00_5_4;Trajan;Trajan;Trajano;Traiano;Trajan;Trajan;;Trajan;;;X
MODEL_U00_5_5;Belisarius;Bйlisaire;Belisario;Belisario;Belisarius;Belizariusz;;Belisarius;;;X
MODEL_U00_5_6;Augustus;Auguste;Cйsar Augusto;Augusto;Augustus;Oktawian August;;Augustus;;;X
MODEL_U00_12_2;Cant Z.1005;Cant Z.1005;Cant Z.1005;Cant Z.1005;Cant Z.1005;Cant Z.1005;;Ла-5;;;X
MODEL_U00_12_3;Cant Z.1007 Alcione;Cant Z.1007 Alcione;Cant Z.1007 Alcione;Cant Z.1007 Alcione;Cant Z.1007 Alcione;Cant Z.1007 Alcione;;Ла-7;;;X
MODEL_U00_13_2;Cant Z.813;Cant Z.813;Cant Z.813;Cant Z.813;Cant Z.813;Cant Z.813;;ЛаГГ-3;;;X
MODEL_U00_13_3;Sarigiannis Sar-7;Sarigiannis Sar-7;Sarigiannis Sar-7;Sarigiannis Sar-7;Sarigiannis Sar-7;Sarigiannis Sar-7;;Як-7;;;X
MODEL_U00_13_4;Sarigiannis Sar-3;Sarigiannis Sar-3;Sarigiannis Sar-3;Sarigiannis Sar-3;Sarigiannis Sar-3;Sarigiannis Sar-3;;Як-3;;;X
MODEL_U00_32_0;Chelidon R-1;Chelidon R-1;Chelidon R-1;Chelidon R-1;Chelidon R-1;Chelidon R-1;;Би-1;;;X
MODEL_U00_32_1;Chelidon R-6;Chelidon R-6;Chelidon R-6;Chelidon R-6;Chelidon R-6;Chelidon R-6;;Би-6;;;X
MODEL_U00_13_7;Sarigiannis Sar-15 Feather;Sarigiannis Sar-15 Feather;Sarigiannis Sar-15 Feather;Sarigiannis Sar-15 Feather;Sarigiannis Sar-15 Feather;Sarigiannis Sar-15 Feather;;Як-15;;;X
MODEL_U00_13_8;Sarigiannis Sar-23 Flora;Sarigiannis Sar-23 Flora;Sarigiannis Sar-23 Flora;Sarigiannis Sar-23 Flora;Sarigiannis Sar-23 Flora;Sarigiannis Sar-23 Flora;;Су-9;;;X
MODEL_U00_14_0;Cant Z.53;Cant Z.53;Cant Z.53;Cant Z.53;Cant Z.53;Cant Z.53;;ТБ-3;;;X
MODEL_U00_14_2;Chelidon Che-4;Chelidon Che-4;Chelidon Che-4;Chelidon Che-4;Chelidon Che-4;Chelidon Che-4;;Ту-4;;;X
MODEL_U00_14_3;Chelidon Che-16;Chelidon Che-16;Chelidon Che-16;Chelidon Che-16;Chelidon Che-16;Chelidon Che-16;;Ту-16;;;X
MODEL_U00_14_4;Chelidon Che-16E;Chelidon Che-16E;Chelidon Che-16E;Chelidon Che-16E;Chelidon Che-16E;Chelidon Che-16E;;Ту-16Е;;;X
MODEL_U00_15_2;Sarigiannis Sar-4;Sarigiannis Sar-4;Sarigiannis Sar-4;Sarigiannis Sar-4;Sarigiannis Sar-4;Sarigiannis Sar-4;;Як-4;;;X
MODEL_U00_15_4;Chelidon Che-2;Chelidon Che-2;Chelidon Che-2;Chelidon Che-2;Chelidon Che-2;Chelidon Che-2;;Ту-2;;;X
MODEL_U00_15_5;Chelidon Che-14;Chelidon Che-14;Chelidon Che-14;Chelidon Che-14;Chelidon Che-14;Chelidon Che-14;;Ту-14;;;X
MODEL_U00_16_2;Chelidon Che-2T;Chelidon Che-2T;Chelidon Che-2T;Chelidon Che-2T;Chelidon Che-2T;Chelidon Che-2T;;Ту-2Т;;;X
MODEL_U00_21_0;Lefkosia-class;Lefkosia-class;Lefkosia-class;Lefkosia-class;Lefkosia-class;Lefkosia-class;;;;;;;x
MODEL_U00_21_2;Antioch-class;Antioch-class;Antioch-class;Antioch-class;Antioch-class;Antioch-class;;;;;;;x
MODEL_U00_21_3;Adrianople-class;Adrianople-class;Adrianople-class;Adrianople-class;Adrianople-class;Adrianople-class;;;;;;;x
MODEL_U00_21_4;Napoli-class;Classe Napoli;Napoli-Klasse;;Clase Napoli;;;;;;;;x
MODEL_U00_21_5;Sinope-class;Classe Sinope;Sinope-Klasse;;Clase Sinope;;;;;;;;x
MODEL_U00_21_6;Constantinople-class;Classe Constantinople;Constantinople-Klasse;;Clase Constantinople;;;;;;;;x
MODEL_U00_22_1;Rodos-class;Classe Rodos;Classe Rodos;Clase Rodos;Rodos-Klasse;Rodos-klasa;;Класс 'Чапаев';;;X
MODEL_U00_22_2;Salonica-class;Classe Salonica;Classe Salonica;Clase Salonica;Salonica-Klasse;Salonica-klasa;;Класс 'Чапаев';;;X
MODEL_U00_22_3;Agrinio-class;Classe Agrinio;Classe Agrinio;Clase Agrinio;Agrinio-Klasse;Agrinio-klasa;;Класс 'Чапаев';;;X
MODEL_U00_22_4;Taranto-class;Classe Taranto;Classe Taranto;Clase Taranto;Taranto-Klasse;Taranto-klasa;;Класс 'Проект 65';;;X
MODEL_U00_22_5;Beirut-class;Classe Beirut;Classe Beirut;Clase Beirut;Beirut-Klasse;Beirut-klasa;;Класс 'Свердлов';;;X
MODEL_U00_22_6;Hefa-class;Classe Hefa;Classe Hefa;Clase Hefa;Hefa-Klasse;Hefa-klasa;;Класс 'Грозный';;;X
MODEL_U00_23_0;Nazareth-class;Classe Nazareth Kavkaz;Classe Nazareth Kavkaz;Clase Nazareth Kavkaz;Nazareth Kavkaz-Klasse;Nazareth Kavkaz-klasa;;Класс 'Красный Кавказ';;;X
MODEL_U00_23_1;Tabriz-class;Classe Tabriz;Classe Tabriz;Clase Tabriz;Tabriz-Klasse;Tabriz-klasa;;Класс 'Киров';;;X
MODEL_U00_23_2;Bushehr-class;Classe Bushehr;Classe Bushehr;Clase Bushehr;Bushehr-Klasse;Bushehr-klasa;;Класс 'Проект 66';;;X
MODEL_U00_23_3;Jerusalem-class;Classe Jerusalem;Classe Jerusalem;Clase Jerusalem;Jerusalem-Klasse;Jerusalem-klasa;;Класс 'Проект 66';;;X
MODEL_U00_23_4;Korinthos-class;Classe Korinthos;Classe Korinthos;Clase Korinthos;Korinthos-Klasse;Korinthos-klasa;;Класс 'Проект 66';;;X
MODEL_U00_23_5;Siracusa-class;Classe Siracusa;Classe Siracusa;Clase Siracusa;Siracusa-Klasse;Siracusa-klasa;;Класс 'Проект 66';;;X
MODEL_U00_23_6;Nicaea-class;Classe Nicaea;Classe Nicaea;Clase Nicaea;Nicaea-Klasse;Nicaea-klasa;;Класс 'Проект 66';;;X
MODEL_U00_23_7;Belgrad-class;Classe Belgrad;Classe Belgrad;Clase Belgrad;Belgrad-Klasse;Belgrad-klasa;;Класс 'Слава';;;X
MODEL_U00_25_0;Ankyra-class;Classe Ankyra;Classe Ankyra;Clase Ankyra;Ankyra-Klasse;Ankyra-klasa;;Класс 'Новик';;;X
MODEL_U00_25_1;Larisa-class;Classe Larisa;Classe Larisa;Clase Larisa;Larisa-Klasse;Larisa-klasa;;Класс 'Гневный';;;X
MODEL_U00_25_2;Patra-class;Classe Patra;Classe Patra;Clase Patra;Patra-Klasse;Patra-klasa;;Класс 'Ленинград';;;X
MODEL_U00_25_3;Trabzond-class;Classe Trabzond;Classe Trabzond;Clase Trabzond;Trabzond-Klasse;Trabzond-klasa;;Класс 'Киев';;;X
MODEL_U00_25_5;Varna-class;Classe Varna;Classe Varna;Clase Varna;Varna-Klasse;Varna-klasa;;Класс 'Спокойный' (Varna);;;X
MODEL_U00_25_6;Irakleio-class;Classe Irakleio;Classe Irakleio;Clase Irakleio;Irakleio-Klasse;Irakleio-klasa;;Класс 'Гневный' (Kanin);;;X
MODEL_U00_26_0;Cagliari-class;Classe Cagliari;Classe Cagliari;Clase Cagliari;Cagliari-Klasse;Cagliari-klasa;;Класс 'Сарыч' (Balkom-2);;;X
MODEL_U00_26_1;Palermo-class;Classe Palermo;Classe Palermo;Clase Palermo;Palermo-Klasse;Palermo-klasa;;Класс 'Сарыч' (Balkom-2);;;X
MODEL_U00_26_2;Damascus-class;Classe Damascus;Classe Damascus;Clase Damascus;Damascus-Klasse;Damascus-klasa;;Класс 'Сарыч' (Balkom-2);;;X
MODEL_U00_26_3;Ahvraz-class;Classe Ahvraz;Classe Ahvraz;Clase Ahvraz;Ahvraz-Klasse;Ahvraz-klasa;;Класс 'Сарыч' (Balkom-2);;;X
MODEL_U00_26_4;Venezia-class;Classe Venezia;Classe Venezia;Clase Venezia;Venezia-Klasse;Venezia-klasa;;Класс 'Сарыч' (Balkom-2);;;X
MODEL_U00_26_5;Alexandretta-class;Classe Alexandretta;Classe Alexandretta;Clase Alexandretta;Alexandretta-Klasse;Alexandretta-klasa;;Класс 'Сарыч' (Balkom-2);;;X
MODEL_U00_26_7;Chalkida-class;Classe Chalkida;Classe Chalkida;Clase Chalkida;Chalkida-Klasse;Chalkida-klasa;;Класс 'Кречет' (Kuril);;;X
MODEL_U00_26_8;Sinai-class;Classe Sinai;Classe Sinai;Clase Sinai;Sinai-Klasse;Sinai-klasa;;Класс 'Ульяновск';;;X
MODEL_U00_26_9;Aleppo-class;Classe Aleppo;Classe Aleppo;Clase Aleppo;Aleppo-Klasse;Aleppo-klasa;;Класс 'Орёл';;;X
MODEL_U00_27_1;Palmyra-class;Classe Palmyra;Classe Palmyra;Clase Palmyra;Palmyra-Klasse;Palmyra-klasa;;Класс 'Проект 71';;;X
MODEL_U00_27_2;Messina-class;Classe Messina;Classe Messina;Clase Messina;Messina-Klasse;Messina-klasa;;Класс 'Проект 71бис';;;X
MODEL_U00_27_3;Tehran-class;Classe Tehran;Classe Tehran;Clase Tehran;Tehran-Klasse;Tehran-klasa;;Класс 'Проект 72';;;X
MODEL_U00_27_4;Cilicia-class;Cilicia-class;Cilicia-class;Cilicia-class;Cilicia-class;Cilicia-class;;Cilicia-class;;;X
MODEL_U00_27_5;Esfahan-class;Esfahan-class;Esfahan-class;Esfahan-class;Isfahan-Klasse;Esfahan-class;;Esfahan-class;;;X
##;;;;;;;;;;;X
MODEL_RSI_4_1;Marcus Antonius;Marc Antoine;Marco Antonio;Marco Antonio;Marcus Antonius;Marek Antoniusz;;Marcus Antonius;;;X
MODEL_RSI_4_2;Flavius Aetius;Aetius;Aecio;Flavio Ezio;Flavius Aлtius;Aecjusz Flawiusz;;Flavius Aetius;;;X
MODEL_RSI_5_0;Cyrus;Cyrus;Ciro;Ciro;Kyros;Cyrus;;Cyrus;;;X
MODEL_RSI_5_1;Pompey;Pompйe;Pompeyo;Pompeo;Pompeius;Pompejusz;;Pompey;;;X
MODEL_RSI_5_2;Caesar;Cйsar;Cйsar;Cesare;Caesar;Cezar;;Caesar;;;X
MODEL_RSI_5_3;Constantine;Constantin;Constantino;Costantino;Konstantin;Cezar;;Constantine;;;X
MODEL_RSI_5_4;Trajan;Trajan;Trajano;Traiano;Trajan;Trajan;;Trajan;;;X
MODEL_RSI_5_5;Belisarius;Bйlisaire;Belisario;Belisario;Belisarius;Belizariusz;;Belisarius;;;X
MODEL_RSI_5_6;Augustus;Auguste;Cйsar Augusto;Augusto;Augustus;Oktawian August;;Augustus;;;X
MODEL_RSI_12_2;Cant Z.1005;Cant Z.1005;Cant Z.1005;Cant Z.1005;Cant Z.1005;Cant Z.1005;;Ла-5;;;X
MODEL_RSI_12_3;Cant Z.1007 Alcione;Cant Z.1007 Alcione;Cant Z.1007 Alcione;Cant Z.1007 Alcione;Cant Z.1007 Alcione;Cant Z.1007 Alcione;;Ла-7;;;X
MODEL_RSI_13_2;Cant Z.813;Cant Z.813;Cant Z.813;Cant Z.813;Cant Z.813;Cant Z.813;;ЛаГГ-3;;;X
MODEL_RSI_13_3;Sarigiannis Sar-7;Sarigiannis Sar-7;Sarigiannis Sar-7;Sarigiannis Sar-7;Sarigiannis Sar-7;Sarigiannis Sar-7;;Як-7;;;X
MODEL_RSI_13_4;Sarigiannis Sar-3;Sarigiannis Sar-3;Sarigiannis Sar-3;Sarigiannis Sar-3;Sarigiannis Sar-3;Sarigiannis Sar-3;;Як-3;;;X
MODEL_RSI_32_0;Chelidon R-1;Chelidon R-1;Chelidon R-1;Chelidon R-1;Chelidon R-1;Chelidon R-1;;Би-1;;;X
MODEL_RSI_32_1;Chelidon R-6;Chelidon R-6;Chelidon R-6;Chelidon R-6;Chelidon R-6;Chelidon R-6;;Би-6;;;X
MODEL_RSI_13_7;Sarigiannis Sar-15 Feather;Sarigiannis Sar-15 Feather;Sarigiannis Sar-15 Feather;Sarigiannis Sar-15 Feather;Sarigiannis Sar-15 Feather;Sarigiannis Sar-15 Feather;;Як-15;;;X
MODEL_RSI_13_8;Sarigiannis Sar-23 Flora;Sarigiannis Sar-23 Flora;Sarigiannis Sar-23 Flora;Sarigiannis Sar-23 Flora;Sarigiannis Sar-23 Flora;Sarigiannis Sar-23 Flora;;Су-9;;;X
MODEL_RSI_14_0;Cant Z.53;Cant Z.53;Cant Z.53;Cant Z.53;Cant Z.53;Cant Z.53;;ТБ-3;;;X
MODEL_RSI_14_2;Chelidon Che-4;Chelidon Che-4;Chelidon Che-4;Chelidon Che-4;Chelidon Che-4;Chelidon Che-4;;Ту-4;;;X
MODEL_RSI_14_3;Chelidon Che-16;Chelidon Che-16;Chelidon Che-16;Chelidon Che-16;Chelidon Che-16;Chelidon Che-16;;Ту-16;;;X
MODEL_RSI_14_4;Chelidon Che-16E;Chelidon Che-16E;Chelidon Che-16E;Chelidon Che-16E;Chelidon Che-16E;Chelidon Che-16E;;Ту-16Е;;;X
MODEL_RSI_15_2;Sarigiannis Sar-4;Sarigiannis Sar-4;Sarigiannis Sar-4;Sarigiannis Sar-4;Sarigiannis Sar-4;Sarigiannis Sar-4;;Як-4;;;X
MODEL_RSI_15_4;Chelidon Che-2;Chelidon Che-2;Chelidon Che-2;Chelidon Che-2;Chelidon Che-2;Chelidon Che-2;;Ту-2;;;X
MODEL_RSI_15_5;Chelidon Che-14;Chelidon Che-14;Chelidon Che-14;Chelidon Che-14;Chelidon Che-14;Chelidon Che-14;;Ту-14;;;X
MODEL_RSI_16_2;Chelidon Che-2T;Chelidon Che-2T;Chelidon Che-2T;Chelidon Che-2T;Chelidon Che-2T;Chelidon Che-2T;;Ту-2Т;;;X
MODEL_RSI_21_0;Lefkosia-class;Lefkosia-class;Lefkosia-class;Lefkosia-class;Lefkosia-class;Lefkosia-class;;;;;;;x
MODEL_RSI_21_2;Antioch-class;Antioch-class;Antioch-class;Antioch-class;Antioch-class;Antioch-class;;;;;;;x
MODEL_RSI_21_3;Adrianople-class;Adrianople-class;Adrianople-class;Adrianople-class;Adrianople-class;Adrianople-class;;;;;;;x
MODEL_RSI_21_4;Napoli-class;Classe Napoli;Napoli-Klasse;;Clase Napoli;;;;;;;;x
MODEL_RSI_21_5;Sinope-class;Classe Sinope;Sinope-Klasse;;Clase Sinope;;;;;;;;x
MODEL_RSI_21_6;Constantinople-class;Classe Constantinople;Constantinople-Klasse;;Clase Constantinople;;;;;;;;x
MODEL_RSI_22_1;Rodos-class;Classe Rodos;Classe Rodos;Clase Rodos;Rodos-Klasse;Rodos-klasa;;Класс 'Чапаев';;;X
MODEL_RSI_22_2;Salonica-class;Classe Salonica;Classe Salonica;Clase Salonica;Salonica-Klasse;Salonica-klasa;;Класс 'Чапаев';;;X
MODEL_RSI_22_3;Agrinio-class;Classe Agrinio;Classe Agrinio;Clase Agrinio;Agrinio-Klasse;Agrinio-klasa;;Класс 'Чапаев';;;X
